timestamp,engine,event,side,status,reason
2024-03-25 11:00:00+00:00,boundary,entry,-1,accepted,
2024-03-25 14:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-03-25 21:00:00+00:00,boundary,entry,-1,accepted,
2024-03-26 13:00:00+00:00,boundary,exit,-1,closed,time_stop_early
2024-04-05 12:00:00+00:00,boundary,entry,1,accepted,
2024-04-05 20:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-06 02:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-06 09:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-06 15:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-06 18:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-04-06 22:00:00+00:00,boundary,entry,1,accepted,
2024-04-07 04:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-07 13:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-07 19:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-07 21:00:00+00:00,boundary,exit,1,closed,time_stop_early
2024-04-08 02:00:00+00:00,boundary,entry,-1,accepted,
2024-04-08 07:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-04-08 08:00:00+00:00,boundary,entry,1,accepted,
2024-04-08 14:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-08 21:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-09 00:00:00+00:00,boundary,exit,1,closed,time_stop_early
2024-04-09 00:00:00+00:00,boundary,circuit,0,pause,loss_streak_trigger
2024-04-09 07:00:00+00:00,boundary,entry,-1,blocked,circuit_pause
2024-04-09 13:00:00+00:00,boundary,entry,-1,blocked,circuit_pause
2024-04-09 19:00:00+00:00,boundary,entry,1,accepted,
2024-04-10 02:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-10 08:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-10 12:00:00+00:00,boundary,exit,1,closed,price_stop
2024-04-10 16:00:00+00:00,boundary,entry,1,accepted,
2024-04-10 23:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-11 08:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-11 14:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-11 22:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-04-11 23:00:00+00:00,boundary,entry,-1,accepted,
2024-04-12 03:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-04-12 06:00:00+00:00,boundary,entry,-1,blocked,risk_side_cooldown
2024-04-12 12:00:00+00:00,boundary,entry,-1,accepted,
2024-04-12 18:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-13 00:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-13 07:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-13 14:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-13 18:00:00+00:00,boundary,exit,-1,closed,time_stop_max
2024-04-22 08:00:00+00:00,boundary,entry,-1,accepted,
2024-04-22 16:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-22 17:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-04-22 22:00:00+00:00,boundary,entry,1,accepted,
2024-04-23 07:00:00+00:00,boundary,exit,1,closed,price_stop
2024-04-23 07:00:00+00:00,boundary,entry,-1,accepted,
2024-04-23 13:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-23 14:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-04-23 14:00:00+00:00,boundary,circuit,0,pause,loss_streak_trigger
2024-04-23 19:00:00+00:00,boundary,entry,-1,blocked,circuit_pause
2024-04-24 04:00:00+00:00,boundary,entry,1,blocked,circuit_pause
2024-04-24 11:00:00+00:00,boundary,entry,1,accepted,
2024-04-24 13:00:00+00:00,boundary,exit,1,closed,price_stop
2024-04-24 18:00:00+00:00,boundary,entry,-1,accepted,
2024-04-25 01:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-25 07:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-25 14:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-25 16:00:00+00:00,boundary,exit,-1,closed,time_stop_early
2024-04-25 21:00:00+00:00,boundary,entry,-1,accepted,
2024-04-26 04:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-26 10:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-26 17:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-26 23:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-27 03:00:00+00:00,boundary,exit,-1,closed,time_stop_max
2024-04-27 07:00:00+00:00,boundary,entry,-1,accepted,
2024-04-27 13:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-27 19:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-27 23:00:00+00:00,boundary,exit,-1,closed,time_stop_early
2024-04-28 02:00:00+00:00,boundary,entry,1,accepted,
