timestamp,engine,event,side,status,reason
2022-03-15 01:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-03-15 07:00:00+00:00,false_break,exit,1,closed,price_stop
2022-03-15 13:00:00+00:00,false_break,entry,1,accepted,
2022-03-16 00:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-03-16 19:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-04-24 14:00:00+00:00,false_break,entry,1,accepted,
2022-04-24 16:00:00+00:00,false_break,exit,1,closed,price_stop
2022-04-24 18:00:00+00:00,false_break,entry,1,blocked,risk_side_cooldown
2022-04-27 06:00:00+00:00,false_break,entry,1,accepted,
2022-04-28 12:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-05-02 16:00:00+00:00,false_break,entry,-1,accepted,
2022-05-02 22:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-05-03 11:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2022-05-04 05:00:00+00:00,false_break,entry,1,accepted,
2022-05-04 13:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-05-05 11:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-05-05 13:00:00+00:00,false_break,entry,-1,accepted,
2022-05-06 09:00:00+00:00,false_break,exit,-1,closed,state_stop
2022-05-31 13:00:00+00:00,false_break,entry,-1,accepted,
2022-06-01 05:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2022-06-01 14:00:00+00:00,false_break,entry,-1,accepted,
2022-06-02 20:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2022-06-05 11:00:00+00:00,false_break,entry,1,accepted,
2022-06-05 16:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-06-05 20:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-06-06 17:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-08-29 07:00:00+00:00,false_break,entry,1,accepted,
2022-08-30 13:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-08-30 13:00:00+00:00,false_break,entry,-1,accepted,
2022-08-30 19:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-08-31 00:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-08-31 05:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2022-08-31 06:00:00+00:00,false_break,entry,-1,blocked,risk_side_cooldown
2022-08-31 12:00:00+00:00,false_break,entry,-1,accepted,
2022-09-01 09:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-09-01 18:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2022-09-02 16:00:00+00:00,false_break,entry,-1,accepted,
2022-09-02 20:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-09-03 05:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-09-03 22:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2022-09-05 08:00:00+00:00,false_break,entry,1,accepted,
2022-09-05 10:00:00+00:00,false_break,exit,1,closed,price_stop
2022-09-05 13:00:00+00:00,false_break,entry,1,blocked,risk_side_cooldown
2022-09-05 18:00:00+00:00,false_break,entry,1,accepted,
2022-09-06 01:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-09-06 12:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-09-06 16:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-09-06 17:00:00+00:00,false_break,exit,1,closed,price_stop
2022-09-11 18:00:00+00:00,false_break,entry,-1,accepted,
2022-09-11 23:00:00+00:00,false_break,exit,-1,closed,price_stop
2022-09-11 23:00:00+00:00,false_break,circuit,0,pause,loss_streak_trigger
2022-09-23 16:00:00+00:00,false_break,entry,1,accepted,
2022-09-24 21:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-09-24 22:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-09-25 15:00:00+00:00,false_break,entry,1,accepted,
2022-09-25 21:00:00+00:00,false_break,exit,1,closed,price_stop
2022-09-26 07:00:00+00:00,false_break,entry,1,accepted,
2022-09-27 13:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-10-09 10:00:00+00:00,false_break,entry,1,accepted,
2022-10-09 22:00:00+00:00,false_break,exit,1,closed,price_stop
2022-10-13 15:00:00+00:00,false_break,entry,1,accepted,
2022-10-14 21:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-10-15 09:00:00+00:00,false_break,entry,1,accepted,
2022-10-16 15:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-11-20 01:00:00+00:00,false_break,entry,-1,accepted,
2022-11-20 10:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-11-21 07:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2022-11-26 14:00:00+00:00,false_break,entry,-1,accepted,
2022-11-27 01:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-11-27 15:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2022-12-01 15:00:00+00:00,false_break,entry,-1,accepted,
2022-12-02 11:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2022-12-03 00:00:00+00:00,false_break,entry,-1,accepted,
2022-12-03 11:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-12-03 21:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-12-04 05:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-12-04 06:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2022-12-04 11:00:00+00:00,false_break,entry,1,accepted,
2022-12-04 16:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-12-05 17:00:00+00:00,false_break,exit,1,closed,time_stop_max
2022-12-08 11:00:00+00:00,false_break,entry,1,accepted,
2022-12-09 17:00:00+00:00,false_break,exit,1,closed,time_stop_max
2023-03-04 18:00:00+00:00,false_break,entry,1,accepted,
2023-03-06 00:00:00+00:00,false_break,exit,1,closed,time_stop_max
2023-05-10 17:00:00+00:00,false_break,entry,-1,accepted,
2023-05-10 20:00:00+00:00,false_break,exit,-1,closed,price_stop
2023-05-10 21:00:00+00:00,false_break,entry,1,accepted,
2023-05-11 05:00:00+00:00,false_break,entry,1,blocked,position_overlap
2023-05-11 08:00:00+00:00,false_break,exit,1,closed,price_stop
2023-05-11 10:00:00+00:00,false_break,entry,1,blocked,risk_side_cooldown
2023-05-17 22:00:00+00:00,false_break,entry,-1,accepted,
2023-05-18 12:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2023-05-18 21:00:00+00:00,false_break,entry,1,blocked,position_overlap
2023-05-19 04:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2023-05-26 17:00:00+00:00,false_break,entry,-1,accepted,
2023-05-27 12:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2023-05-27 13:00:00+00:00,false_break,entry,-1,blocked,risk_side_cooldown
2023-05-30 13:00:00+00:00,false_break,entry,-1,accepted,
2023-05-31 19:00:00+00:00,false_break,exit,-1,closed,time_stop_max
